,USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW.1,MW.2,MW.3,AW,AW.1,AW.2,AW.3,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
11090,29980,99999,201708061300,230.0,16.0,26.0,30.0,BKN,,,,27.0,,,,,23.0,,,,,66.0,53.0,1004.0,,1001.0,,,,,,,0.0
11091,29980,99999,201708061400,224.0,15.0,26.0,14.0,BKN,,,,3.7,,,,,83.0,,,,,59.0,57.0,1004.7,,1001.7,,,,,,,0.0
11092,29980,99999,201708061500,220.0,13.0,,,BKN,,,,8.1,,,,,63.0,,,,,60.0,58.0,1004.8,,1001.8,,,,,,,
11093,29980,99999,201708061600,213.0,11.0,19.0,65.0,BKN,,,,11.5,,,,,0.0,,,,,60.0,58.0,1005.2,,1002.2,,,,,,,0.0
11094,29980,99999,201708061700,224.0,13.0,20.0,10.0,BKN,,,,7.8,,,,,61.0,,,,,59.0,57.0,1005.4,,1002.4,,,,,,,0.0
11095,29980,99999,201708061800,225.0,10.0,15.0,,BKN,,,,7.7,,,,,81.0,,,,8.0,58.0,56.0,1005.7,,1002.7,69.0,58.0,0.01,,,,0.0
11096,29980,99999,201708061900,219.0,10.0,15.0,,BKN,,,,12.6,,,,,23.0,,,,,58.0,57.0,1005.8,,1002.8,,,,,,,0.0
11097,29980,99999,201708062000,217.0,11.0,17.0,,BKN,,,,8.2,,,,,0.0,,,,,58.0,57.0,1005.7,,1002.7,,,,,,,0.0
11098,29980,99999,201708062100,230.0,11.0,,,BKN,,,,15.0,,,,,0.0,,,,,57.0,56.0,1005.9,,1002.9,,,,,,,
11099,29980,99999,201708062200,240.0,12.0,17.0,110.0,OVC,,,,25.8,,,,,0.0,,,,,58.0,56.0,1006.0,,1003.0,,,,,,,0.0
11100,29980,99999,201708062300,243.0,11.0,17.0,120.0,BKN,,,,28.7,,,,,0.0,,,,,57.0,55.0,1006.1,,1003.0,,,,,,,0.0
11101,29980,99999,201708070000,232.0,9.0,15.0,120.0,BKN,,,,25.6,,,,,0.0,,,,8.0,57.0,55.0,1006.5,,1003.5,,,,,,,0.0
11102,29980,99999,201708070100,242.0,9.0,15.0,35.0,BKN,,,,23.5,,,,,0.0,,,,,57.0,55.0,1007.0,,1003.9,,,,,,,0.0
11103,29980,99999,201708070200,241.0,9.0,13.0,42.0,OVC,,,,23.0,,,,,0.0,,,,,57.0,56.0,1007.3,,1004.2,,,,,,,0.0
11104,29980,99999,201708070300,240.0,11.0,,,OVC,,,,21.9,,,,,0.0,,,,,58.0,56.0,1007.6,,1004.6,,,,,,,
11105,29980,99999,201708070400,238.0,9.0,14.0,6.0,BKN,,,,24.9,,,,,0.0,,,,,58.0,56.0,1008.4,,1005.4,,,,,,,0.0
11106,29980,99999,201708070500,242.0,12.0,17.0,7.0,OVC,,,,19.2,,,,,0.0,,,,,59.0,56.0,1009.0,,1006.0,,,,,,,0.0
11107,29980,99999,201708070600,241.0,9.0,13.0,7.0,OVC,,,,19.0,,,,,22.0,,,,8.0,60.0,57.0,1009.4,,1006.4,60.0,57.0,0.0,,,,0.0
11108,29980,99999,201708070700,248.0,8.0,12.0,8.0,BKN,,,,9.0,,,,,0.0,,,,,61.0,57.0,1009.8,,1006.8,,,,,,,0.0
11109,29980,99999,201708070800,226.0,8.0,16.0,11.0,BKN,,,,27.0,,,,,21.0,,,,,64.0,57.0,1010.2,,1007.3,,,,,,,0.0
11110,29980,99999,201708070900,270.0,9.0,,,BKN,,,,5.0,,,,,61.0,,,,,62.0,59.0,1011.0,,1008.0,,,,,,,
11111,29980,99999,201708071000,256.0,8.0,,20.0,BKN,,,,9.0,,,,,62.0,,,,,63.0,61.0,1011.5,,1008.5,,,,,,,0.0
11112,29980,99999,201708071100,234.0,7.0,12.0,9.0,BKN,,,,23.2,,,,,23.0,,,,,64.0,61.0,1012.0,,1009.0,,,,,,,0.0
11113,29980,99999,201708071200,212.0,2.0,,21.0,BKN,,,,6.4,,,,,62.0,,,,8.0,63.0,60.0,1012.8,,1009.8,,,,,,,0.0
11114,29980,99999,201708071300,211.0,6.0,,,BKN,,,,27.6,,,,,51.0,,,,,60.0,58.0,1013.7,,1010.7,,,,,,,0.0
11115,29980,99999,201708071400,263.0,7.0,12.0,,BKN,,,,21.0,,,,,23.0,,,,,64.0,60.0,1014.1,,1011.1,,,,,,,0.0
11116,29980,99999,201708071500,270.0,11.0,,722.0,SCT,,,,25.0,,,,,0.0,,,,,61.0,55.0,1014.8,,1011.8,,,,,,,
11117,29980,99999,201708071600,283.0,11.0,22.0,722.0,CLR,,,,22.7,,,,,0.0,,,,,63.0,52.0,1015.4,,1012.4,,,,,,,0.0
11118,29980,99999,201708071700,294.0,10.0,16.0,722.0,CLR,,,,29.9,,,,,0.0,,,,,60.0,51.0,1016.0,,1013.0,,,,,,,0.0
11119,29980,99999,201708071800,298.0,5.0,,722.0,CLR,,,,28.2,,,,,0.0,,,,8.0,58.0,51.0,1016.6,,1013.6,66.0,58.0,0.0,,,,0.0
11120,29980,99999,201708071900,345.0,2.0,,722.0,CLR,,,,28.6,,,,,0.0,,,,,55.0,52.0,1017.0,,1013.9,,,,,,,0.0
11121,29980,99999,201708072000,69.0,2.0,,31.0,BKN,,,,27.2,,,,,0.0,,,,,56.0,53.0,1017.5,,1014.5,,,,,,,0.0
11122,29980,99999,201708072100,90.0,4.0,,,BKN,,,,18.8,,,,,0.0,,,,,57.0,54.0,1018.1,,1015.1,,,,,,,
11123,29980,99999,201708072200,142.0,5.0,,20.0,BKN,,,,16.7,,,,,0.0,,,,,56.0,54.0,1018.6,,1015.6,,,,,,,0.0
11124,29980,99999,201708072300,221.0,5.0,,722.0,CLR,,,,9.1,,,,,0.0,,,,,55.0,53.0,1018.9,,1015.8,,,,,,,0.0
11125,29980,99999,201708080000,215.0,4.0,,722.0,CLR,,,,8.0,,,,,0.0,,,,0.0,55.0,53.0,1019.2,,1016.1,,,,,,,0.0
11126,29980,99999,201708080100,220.0,7.0,,,,,,,5.0,,,,,10.0,,,,,55.0,53.0,1019.4,,1016.3,,,,,,,
11127,29980,99999,201708080400,173.0,3.0,,722.0,SCT,,,,10.0,,,,,0.0,,,,,59.0,58.0,1020.0,,1016.9,,,,,,,0.0
11128,29980,99999,201708080500,200.0,7.0,,722.0,SCT,,,,18.6,,,,,0.0,,,,,61.0,58.0,1020.2,,1017.1,,,,,,,0.0
11129,29980,99999,201708080600,227.0,6.0,,722.0,SCT,,,,23.0,,,,,0.0,,,,1.0,63.0,58.0,1020.5,,1017.5,63.0,53.0,0.0,,,,0.0
11130,29980,99999,201708080700,238.0,5.0,,55.0,OVC,,,,22.3,,,,,0.0,,,,,66.0,57.0,1020.8,,1017.8,,,,,,,0.0
11131,29980,99999,201708080800,200.0,6.0,,722.0,CLR,,,,26.8,,,,,0.0,,,,,68.0,57.0,1021.1,,1018.1,,,,,,,0.0
11132,29980,99999,201708080900,170.0,7.0,,,,,,,18.8,,,,,0.0,,,,,69.0,53.0,1021.6,,1018.7,,,,,,,
11133,29980,99999,201708081000,189.0,11.0,17.0,722.0,SCT,,,,21.6,,,,,0.0,,,,,68.0,51.0,1022.1,,1019.1,,,,,,,0.0
11134,29980,99999,201708081100,198.0,14.0,20.0,722.0,SCT,,,,22.5,,,,,0.0,,,,,71.0,49.0,1022.1,,1019.1,,,,,,,0.0
11135,29980,99999,201708081200,199.0,15.0,24.0,722.0,CLR,,,,25.9,,,,,0.0,,,,0.0,71.0,49.0,1022.4,,1019.4,,,,,,,0.0
11136,29980,99999,201708081300,204.0,13.0,23.0,722.0,CLR,,,,25.0,,,,,0.0,,,,,71.0,49.0,1022.7,,1019.7,,,,,,,0.0
11137,29980,99999,201708081400,208.0,13.0,21.0,722.0,CLR,,,,27.0,,,,,0.0,,,,,70.0,49.0,1022.8,,1019.8,,,,,,,0.0
11138,29980,99999,201708081500,200.0,11.0,,,,,,,28.1,,,,,0.0,,,,,69.0,49.0,1022.8,,1019.8,,,,,,,
11139,29980,99999,201708081600,211.0,11.0,16.0,722.0,CLR,,,,31.2,,,,,0.0,,,,,67.0,49.0,1022.7,,1019.7,,,,,,,0.0
11140,29980,99999,201708081700,224.0,10.0,17.0,722.0,CLR,,,,31.2,,,,,0.0,,,,,65.0,50.0,1023.0,,1020.0,,,,,,,0.0
11141,29980,99999,201708081800,214.0,9.0,13.0,722.0,CLR,,,,31.2,,,,,0.0,,,,0.0,63.0,50.0,1023.2,,1020.2,71.0,62.0,0.0,,,,0.0
11142,29980,99999,201708081900,214.0,10.0,14.0,722.0,CLR,,,,31.2,,,,,0.0,,,,,61.0,52.0,1023.9,,1020.9,,,,,,,0.0
11143,29980,99999,201708082000,228.0,7.0,,722.0,CLR,,,,29.3,,,,,0.0,,,,,60.0,53.0,1024.1,,1021.0,,,,,,,0.0
11144,29980,99999,201708082100,230.0,7.0,,,,,,,28.1,,,,,0.0,,,,,59.0,53.0,1024.5,,1021.5,,,,,,,
11145,29980,99999,201708082200,234.0,5.0,,722.0,CLR,,,,20.0,,,,,0.0,,,,,58.0,54.0,1025.0,,1021.9,,,,,,,0.0
11146,29980,99999,201708082300,160.0,3.0,,722.0,CLR,,,,14.2,,,,,0.0,,,,,57.0,55.0,1025.1,,1022.0,,,,,,,0.0
11147,29980,99999,201708090000,188.0,6.0,,722.0,CLR,,,,4.7,,,,,10.0,,,,1.0,57.0,56.0,1025.1,,1022.0,,,,,,,0.0
11148,29980,99999,201708090100,152.0,3.0,,722.0,CLR,,,,2.3,,,,,10.0,,,,,57.0,55.0,1025.1,,1022.0,,,,,,,0.0
11149,29980,99999,201708090200,199.0,3.0,,55.0,BKN,,,,2.0,,,,,10.0,,,,,57.0,55.0,1025.6,,1022.5,,,,,,,0.0
11150,29980,99999,201708090300,20.0,2.0,,,OVC,,,,3.8,,,,,10.0,,,,,57.0,55.0,1025.5,,1022.5,,,,,,,
11151,29980,99999,201708090400,71.0,3.0,,722.0,SCT,,,,7.8,,,,,0.0,,,,,58.0,57.0,1025.1,,1022.1,,,,,,,0.0
11152,29980,99999,201708090500,107.0,6.0,,,BKN,,,,20.6,,,,,0.0,,,,,62.0,58.0,1025.1,,1022.0,,,,,,,0.0
11153,29980,99999,201708090600,132.0,4.0,,,BKN,,,,20.3,,,,,0.0,,,,1.0,64.0,58.0,1025.2,,1022.1,64.0,56.0,0.0,,,,0.0
11154,29980,99999,201708090700,135.0,6.0,,722.0,SCT,,,,23.3,,,,,0.0,,,,,67.0,57.0,1025.0,,1021.9,,,,,,,0.0
11155,29980,99999,201708090800,138.0,8.0,12.0,722.0,SCT,,,,23.9,,,,,0.0,,,,,67.0,55.0,1024.5,,1021.5,,,,,,,0.0
11156,29980,99999,201708090900,120.0,7.0,,,BKN,,,,21.9,,,,,0.0,,,,,70.0,56.0,1024.2,,1021.2,,,,,,,
11157,29980,99999,201708091000,88.0,7.0,11.0,,BKN,,,,24.5,,,,,0.0,,,,,68.0,57.0,1023.9,,1020.9,,,,,,,0.0
11158,29980,99999,201708091100,125.0,8.0,13.0,722.0,CLR,,,,20.7,,,,,0.0,,,,,71.0,54.0,1023.6,,1020.6,,,,,,,0.0
11159,29980,99999,201708091200,120.0,11.0,16.0,722.0,CLR,,,,21.2,,,,,0.0,,,,0.0,71.0,51.0,1023.1,,1020.1,,,,,,,0.0
11160,29980,99999,201708091300,83.0,10.0,15.0,722.0,CLR,,,,25.8,,,,,0.0,,,,,71.0,52.0,1022.6,,1019.6,,,,,,,0.0
11161,29980,99999,201708091400,84.0,7.0,14.0,722.0,SCT,,,,24.5,,,,,0.0,,,,,72.0,52.0,1022.1,,1019.1,,,,,,,0.0
11162,29980,99999,201708091500,90.0,9.0,,722.0,SCT,,,,25.0,,,,,0.0,,,,,69.0,53.0,1021.7,,1018.7,,,,,,,
11163,29980,99999,201708091600,80.0,11.0,15.0,55.0,BKN,,,,31.2,,,,,0.0,,,,,68.0,52.0,1021.1,,1018.1,,,,,,,0.0
11164,29980,99999,201708091700,73.0,8.0,13.0,722.0,SCT,,,,31.2,,,,,0.0,,,,,67.0,54.0,1020.2,,1017.2,,,,,,,0.0
11165,29980,99999,201708091800,90.0,6.0,,722.0,SCT,,,,31.0,,,,,0.0,,,,0.0,65.0,56.0,1019.9,,1016.8,72.0,64.0,0.0,,,,0.0
11166,29980,99999,201708091900,71.0,6.0,,,BKN,,,,31.2,,,,,0.0,,,,,64.0,57.0,1019.5,,1016.5,,,,,,,0.0
11167,29980,99999,201708092000,76.0,4.0,,722.0,SCT,,,,31.2,,,,,0.0,,,,,64.0,58.0,1019.1,,1016.0,,,,,,,0.0
11168,29980,99999,201708092100,110.0,7.0,,,BKN,,,,31.2,,,,,0.0,,,,,66.0,57.0,1018.8,,1015.8,,,,,,,
11169,29980,99999,201708092200,127.0,12.0,17.0,65.0,BKN,,,,30.5,,,,,0.0,,,,,67.0,56.0,1018.2,,1015.2,,,,,,,0.0
11170,29980,99999,201708092300,135.0,12.0,19.0,,BKN,,,,31.2,,,,,0.0,,,,,66.0,56.0,1017.7,,1014.7,,,,,,,0.0
11171,29980,99999,201708100000,142.0,12.0,20.0,95.0,OVC,,,,25.8,,,,,51.0,,,,6.0,65.0,56.0,1017.1,,1014.1,,,,,,,0.0
11172,29980,99999,201708100100,166.0,12.0,20.0,70.0,BKN,,,,17.5,,,,,61.0,,,,,64.0,57.0,1016.6,,1013.6,,,,,,,0.0
11173,29980,99999,201708100200,145.0,9.0,16.0,,BKN,,,,30.1,,,,,23.0,,,,,64.0,57.0,1016.0,,1013.0,,,,,,,0.0
11174,29980,99999,201708100300,170.0,11.0,,,BKN,,,,28.1,,,,,0.0,,,,,64.0,57.0,1015.5,,1012.5,,,,,,,
11175,29980,99999,201708100400,188.0,13.0,23.0,722.0,SCT,,,,21.9,,,,,0.0,,,,,64.0,57.0,1015.2,,1012.2,,,,,,,0.0
11176,29980,99999,201708100500,202.0,13.0,21.0,13.0,BKN,,,,23.7,,,,,0.0,,,,,65.0,59.0,1014.8,,1011.8,,,,,,,0.0
11177,29980,99999,201708100600,209.0,10.0,17.0,11.0,BKN,,,,12.4,,,,,0.0,,,,6.0,64.0,59.0,1015.0,,1011.9,67.0,63.0,0.0,,,,0.0
11178,29980,99999,201708100700,185.0,9.0,14.0,8.0,BKN,,,,12.5,,,,,0.0,,,,,65.0,60.0,1014.6,,1011.6,,,,,,,0.0
11179,29980,99999,201708100800,199.0,12.0,19.0,7.0,BKN,,,,11.1,,,,,0.0,,,,,65.0,60.0,1014.6,,1011.5,,,,,,,0.0
11180,29980,99999,201708100900,200.0,11.0,,,BKN,,,,10.0,,,,,0.0,,,,,67.0,60.0,1014.9,,1011.9,,,,,,,
11181,29980,99999,201708101000,209.0,16.0,23.0,722.0,CLR,,,,15.4,,,,,0.0,,,,,68.0,59.0,1015.0,,1012.0,,,,,,,0.0
11182,29980,99999,201708101100,203.0,14.0,22.0,722.0,CLR,,,,20.3,,,,,0.0,,,,,70.0,57.0,1014.7,,1011.7,,,,,,,0.0
11183,29980,99999,201708101200,205.0,17.0,27.0,722.0,SCT,,,,21.4,,,,,0.0,,,,1.0,72.0,57.0,1014.8,,1011.8,,,,,,,0.0
11184,29980,99999,201708101300,204.0,16.0,26.0,722.0,CLR,,,,22.5,,,,,0.0,,,,,71.0,55.0,1014.7,,1011.7,,,,,,,0.0
11185,29980,99999,201708101400,204.0,16.0,27.0,722.0,CLR,,,,20.5,,,,,0.0,,,,,70.0,55.0,1014.2,,1011.2,,,,,,,0.0
11186,29980,99999,201708101500,210.0,16.0,,,,,,,25.0,,,,,0.0,,,,,70.0,53.0,1013.9,,1011.0,,,,,,,
11187,29980,99999,201708101600,219.0,19.0,28.0,722.0,CLR,,,,30.7,,,,,0.0,,,,,67.0,55.0,1013.7,,1010.7,,,,,,,0.0
11188,29980,99999,201708101700,219.0,14.0,22.0,722.0,CLR,,,,27.4,,,,,0.0,,,,,65.0,56.0,1013.6,,1010.6,,,,,,,0.0
11189,29980,99999,201708101800,220.0,11.0,19.0,722.0,CLR,,,,22.9,,,,,0.0,,,,0.0,63.0,56.0,1013.8,,1010.8,72.0,63.0,0.0,,,,0.0
11190,29980,99999,201708101900,224.0,11.0,17.0,722.0,CLR,,,,20.8,,,,,0.0,,,,,62.0,57.0,1014.0,,1011.0,,,,,,,0.0
11191,29980,99999,201708102000,234.0,9.0,14.0,722.0,CLR,,,,16.1,,,,,0.0,,,,,61.0,57.0,1014.2,,1011.1,,,,,,,0.0
11192,29980,99999,201708102100,240.0,11.0,,,,,,,16.2,,,,,0.0,,,,,60.0,58.0,1014.4,,1011.4,,,,,,,
11193,29980,99999,201708102200,242.0,10.0,16.0,65.0,BKN,,,,16.4,,,,,0.0,,,,,61.0,58.0,1014.6,,1011.6,,,,,,,0.0
11194,29980,99999,201708102300,244.0,10.0,13.0,722.0,CLR,,,,10.0,,,,,0.0,,,,,60.0,58.0,1014.9,,1011.9,,,,,,,0.0
11195,29980,99999,201708110000,255.0,9.0,12.0,722.0,CLR,,,,9.1,,,,,0.0,,,,0.0,59.0,57.0,1014.9,,1011.9,,,,,,,0.0
11196,29980,99999,201708110100,260.0,8.0,12.0,722.0,CLR,,,,5.9,,,,,0.0,,,,,58.0,56.0,1014.8,,1011.8,,,,,,,0.0
11197,29980,99999,201708110200,276.0,7.0,,722.0,CLR,,,,3.3,,,,,10.0,,,,,57.0,56.0,1014.5,,1011.5,,,,,,,0.0
11198,29980,99999,201708110300,300.0,4.0,,,BKN,,,,2.9,,,,,10.0,,,,,58.0,57.0,1014.5,,1011.4,,,,,,,
11199,29980,99999,201708110400,231.0,4.0,,3.0,BKN,,,,6.1,,,,,10.0,,,,,58.0,57.0,1015.3,,1012.3,,,,,,,0.0
11200,29980,99999,201708110500,233.0,3.0,,722.0,SCT,,,,15.9,,,,,0.0,,,,,62.0,58.0,1015.8,,1012.8,,,,,,,0.0
11201,29980,99999,201708110600,256.0,3.0,,722.0,CLR,,,,22.1,,,,,0.0,,,,1.0,65.0,56.0,1015.7,,1012.7,65.0,57.0,0.0,,,,0.0
11202,29980,99999,201708110700,225.0,4.0,,722.0,CLR,,,,22.6,,,,,0.0,,,,,64.0,57.0,1015.7,,1012.7,,,,,,,0.0
11203,29980,99999,201708110800,193.0,3.0,,722.0,CLR,,,,22.5,,,,,0.0,,,,,68.0,55.0,1015.5,,1012.5,,,,,,,0.0
11204,29980,99999,201708110900,180.0,9.0,,,,,,,18.8,,,,,0.0,,,,,68.0,57.0,1015.8,,1012.8,,,,,,,
11205,29980,99999,201708111000,193.0,10.0,15.0,722.0,CLR,,,,23.4,,,,,0.0,,,,,69.0,58.0,1015.9,,1012.9,,,,,,,0.0
11206,29980,99999,201708111100,196.0,11.0,15.0,722.0,CLR,,,,26.8,,,,,0.0,,,,,70.0,59.0,1015.7,,1012.8,,,,,,,0.0
11207,29980,99999,201708111200,192.0,13.0,19.0,722.0,CLR,,,,21.8,,,,,0.0,,,,0.0,71.0,60.0,1015.6,,1012.6,,,,,,,0.0
11208,29980,99999,201708111300,203.0,15.0,22.0,722.0,CLR,,,,20.4,,,,,0.0,,,,,71.0,58.0,1015.3,,1012.4,,,,,,,0.0
11209,29980,99999,201708111400,196.0,13.0,17.0,722.0,CLR,,,,28.3,,,,,0.0,,,,,72.0,58.0,1014.7,,1011.8,,,,,,,0.0
11210,29980,99999,201708111500,200.0,13.0,,,,,,,28.1,,,,,0.0,,,,,71.0,56.0,1014.6,,1011.6,,,,,,,
11211,29980,99999,201708111600,209.0,13.0,18.0,722.0,CLR,,,,31.2,,,,,0.0,,,,,69.0,56.0,1014.6,,1011.6,,,,,,,0.0
11212,29980,99999,201708111700,211.0,10.0,16.0,722.0,CLR,,,,31.2,,,,,0.0,,,,,67.0,55.0,1014.5,,1011.5,,,,,,,0.0
11213,29980,99999,201708111800,214.0,8.0,12.0,722.0,CLR,,,,31.2,,,,,0.0,,,,0.0,64.0,56.0,1014.2,,1011.2,72.0,63.0,0.0,,,,0.0
11214,29980,99999,201708111900,204.0,7.0,,722.0,CLR,,,,31.2,,,,,0.0,,,,,63.0,56.0,1013.9,,1010.9,,,,,,,0.0
11215,29980,99999,201708112000,179.0,5.0,,722.0,CLR,,,,31.2,,,,,0.0,,,,,61.0,55.0,1013.8,,1010.7,,,,,,,0.0
11216,29980,99999,201708112100,170.0,7.0,,,,,,,14.4,,,,,0.0,,,,,60.0,58.0,1013.6,,1010.6,,,,,,,
11217,29980,99999,201708112200,166.0,7.0,,722.0,CLR,,,,25.4,,,,,0.0,,,,,61.0,58.0,1013.3,,1010.2,,,,,,,0.0
11218,29980,99999,201708112300,157.0,7.0,,722.0,CLR,,,,16.8,,,,,0.0,,,,,61.0,59.0,1013.2,,1010.2,,,,,,,0.0
11219,29980,99999,201708120000,162.0,6.0,13.0,150.0,BKN,,,,25.9,,,,,0.0,,,,0.0,63.0,59.0,1013.2,,1010.2,,,,,,,0.0
11220,29980,99999,201708120100,162.0,9.0,15.0,135.0,BKN,,,,27.1,,,,,0.0,,,,,63.0,59.0,1013.2,,1010.1,,,,,,,0.0
11221,29980,99999,201708120200,166.0,7.0,,722.0,SCT,,,,25.8,,,,,22.0,,,,,62.0,57.0,1012.4,,1009.4,,,,,,,0.0
11222,29980,99999,201708120300,160.0,7.0,,,,,,,28.1,,,,,0.0,,,,,60.0,57.0,1012.1,,1009.1,,,,,,,
11223,29980,99999,201708120400,118.0,6.0,,722.0,CLR,,,,21.7,,,,,0.0,,,,,64.0,59.0,1011.6,,1008.6,,,,,,,0.0
11224,29980,99999,201708120500,155.0,6.0,11.0,150.0,BKN,,,,26.1,,,,,0.0,,,,,64.0,57.0,1011.9,,1008.8,,,,,,,0.0
11225,29980,99999,201708120600,139.0,4.0,,722.0,CLR,,,,18.8,,,,,0.0,,,,8.0,67.0,58.0,1010.9,,1007.9,67.0,60.0,0.0,,,,0.0
11226,29980,99999,201708120700,118.0,8.0,11.0,722.0,CLR,,,,20.5,,,,,0.0,,,,,68.0,58.0,1009.9,,1006.9,,,,,,,0.0
11227,29980,99999,201708120800,119.0,9.0,14.0,722.0,SCT,,,,23.6,,,,,0.0,,,,,71.0,60.0,1009.5,,1006.6,,,,,,,0.0
11228,29980,99999,201708120900,120.0,9.0,,722.0,SCT,,,,21.9,,,,,0.0,,,,,73.0,60.0,1009.2,,1006.3,,,,,,,
11229,29980,99999,201708121000,117.0,9.0,13.0,,BKN,,,,20.5,,,,,0.0,,,,,73.0,61.0,1009.2,,1006.3,,,,,,,0.0
11230,29980,99999,201708121100,128.0,9.0,15.0,,BKN,,,,20.9,,,,,0.0,,,,,74.0,62.0,1009.4,,1006.5,,,,,,,0.0
11231,29980,99999,201708121200,136.0,7.0,,722.0,SCT,,,,18.7,,,,,0.0,,,,0.0,74.0,63.0,1009.0,,1006.1,,,,,,,0.0
11232,29980,99999,201708121300,130.0,6.0,,722.0,SCT,,,,21.1,,,,,0.0,,,,,77.0,64.0,1007.9,,1005.0,,,,,,,0.0
11233,29980,99999,201708121400,89.0,5.0,,722.0,SCT,,,,19.1,,,,,0.0,,,,,74.0,64.0,1007.0,,1004.1,,,,,,,0.0
11234,29980,99999,201708121500,100.0,7.0,,,,,,,21.9,,,,,0.0,,,,,74.0,63.0,1006.3,,1003.4,,,,,,,
11235,29980,99999,201708121600,89.0,9.0,12.0,50.0,BKN,,,,22.2,,,,,0.0,,,,,71.0,62.0,1004.3,,1001.4,,,,,,,0.0
11236,29980,99999,201708121700,161.0,4.0,,,BKN,,,,4.2,,,,,81.0,,,,,63.0,61.0,1006.2,,1003.2,,,,,,,0.0
11237,29980,99999,201708121800,110.0,7.0,,125.0,BKN,,,,6.3,,,,,23.0,,,,8.0,64.0,62.0,1004.5,,1001.5,77.0,62.0,0.0,,,,0.0
11238,29980,99999,201708121900,207.0,8.0,15.0,110.0,BKN,,,,3.7,,,,,82.0,,,,,63.0,62.0,1005.4,,1002.4,,,,,,,0.0
11239,29980,99999,201708122000,173.0,13.0,20.0,5.0,BKN,,,,5.2,,,,,61.0,,,,,64.0,62.0,1006.3,,1003.3,,,,,,,0.0
11240,29980,99999,201708122100,190.0,13.0,,,BKN,,,,6.2,,,,,10.0,,,,,64.0,62.0,1005.5,,1002.5,,,,,,,
11241,29980,99999,201708122200,207.0,14.0,23.0,19.0,BKN,,,,12.8,,,,,0.0,,,,,64.0,62.0,1005.5,,1002.6,,,,,,,0.0
11242,29980,99999,201708122300,208.0,12.0,18.0,,BKN,,,,9.8,,,,,0.0,,,,,64.0,62.0,1004.9,,1002.0,,,,,,,0.0
11243,29980,99999,201708130000,208.0,13.0,22.0,3.0,OVC,,,,6.5,,,,,0.0,,,,8.0,63.0,62.0,1004.4,,1001.4,,,,,,,0.0
11244,29980,99999,201708130100,202.0,19.0,27.0,6.0,BKN,,,,10.0,,,,,0.0,,,,,63.0,60.0,1004.2,,1001.3,,,,,,,0.0
11245,29980,99999,201708130200,203.0,17.0,26.0,16.0,BKN,,,,12.6,,,,,0.0,,,,,63.0,59.0,1004.3,,1001.3,,,,,,,0.0
11246,29980,99999,201708130300,190.0,16.0,,,BKN,,,,6.9,,,,,81.0,,,,,62.0,60.0,1004.4,,1001.4,,,,,,,
11247,29980,99999,201708130400,183.0,16.0,26.0,722.0,SCT,,,,9.4,,,,,22.0,,,,,62.0,60.0,1004.5,,1001.5,,,,,,,0.0
11248,29980,99999,201708130500,191.0,15.0,28.0,8.0,BKN,,,,12.6,,,,,22.0,,,,,64.0,60.0,1004.2,,1001.2,,,,,,,0.0
11249,29980,99999,201708130600,188.0,13.0,20.0,8.0,BKN,,,,14.8,,,,,0.0,,,,8.0,63.0,59.0,1004.5,,1001.5,65.0,62.0,0.0,,,,0.0
11250,29980,99999,201708130700,189.0,14.0,24.0,8.0,OVC,,,,16.7,,,,,0.0,,,,,64.0,60.0,1004.5,,1001.5,,,,,,,0.0
11251,29980,99999,201708130800,204.0,14.0,19.0,7.0,BKN,,,,22.4,,,,,23.0,,,,,65.0,61.0,1004.7,,1001.7,,,,,,,0.0
11252,29980,99999,201708130900,210.0,13.0,,,BKN,,,,21.9,,,,,0.0,,,,,65.0,57.0,1005.5,,1002.6,,,,,,,
11253,29980,99999,201708131000,222.0,16.0,24.0,29.0,BKN,,,,30.2,,,,,0.0,,,,,65.0,56.0,1006.3,,1003.3,,,,,,,0.0
11254,29980,99999,201708131100,206.0,20.0,29.0,24.0,BKN,,,,23.8,,,,,0.0,,,,,68.0,56.0,1006.5,,1003.5,,,,,,,0.0
11255,29980,99999,201708131200,199.0,18.0,26.0,722.0,SCT,,,,22.7,,,,,0.0,,,,8.0,68.0,57.0,1006.7,,1003.8,,,,,,,0.0
11256,29980,99999,201708131300,205.0,16.0,27.0,22.0,BKN,,,,26.6,,,,,0.0,,,,,66.0,58.0,1007.1,,1004.1,,,,,,,0.0
11257,29980,99999,201708131400,202.0,14.0,21.0,722.0,SCT,,,,29.4,,,,,0.0,,,,,69.0,58.0,1006.9,,1003.9,,,,,,,0.0
11258,29980,99999,201708131500,210.0,13.0,,722.0,SCT,,,,31.2,,,,,0.0,,,,,66.0,56.0,1007.1,,1004.1,,,,,,,
11259,29980,99999,201708131600,218.0,14.0,22.0,23.0,BKN,,,,12.7,,,,,81.0,,,,,63.0,58.0,1007.4,,1004.4,,,,,,,0.0
11260,29980,99999,201708131700,203.0,14.0,20.0,722.0,SCT,,,,22.2,,,,,0.0,,,,,62.0,57.0,1007.7,,1004.7,,,,,,,0.0
